Blink_x,Blink_y,Blink_n_x,Blink_n_y,Perclos_x,Perclos_y,Entropy_x,Entropy_y,Fatigue_x,Fatigue_y,Fatigue_Message_x,Fatigue_Message_y
18.13845920562744,0.2855785420185979,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.00116777420044,Alert
19.19919729232788,0.2698764819585042,24.219056606292725,1,24.219056606292725,0.029846533139546712,20.252075910568237,0.14245443699252236,20.00116777420044,nan,,
,,25.29541301727295,2,25.29541301727295,0.04760065078735352,20.763925790786743,0.20111721755824896,20.01618480682373,nan,,
,,,,,,21.266553163528442,0.24544669625774385,20.03088402748108,nan,,
,,,,,,21.779356718063354,0.1498028059760983,20.046185731887817,nan,,
,,,,,,22.283275842666626,0.10860383897808643,20.062016487121582,nan,,
,,,,,,22.787729501724243,0.09910861273745045,20.077967882156372,nan,,
,,,,,,23.2886381149292,0.13477955493638571,20.093257188796997,nan,,
,,,,,,23.801353454589844,0.1898930121724851,20.10923743247986,nan,,
,,,,,,24.30681848526001,0.23666574173408828,20.12405252456665,nan,,
,,,,,,24.812781810760498,0.24808873814102528,20.139188289642334,nan,,
,,,,,,25.319294452667236,0.32296220682623655,20.155144453048706,nan,,
,,,,,,25.8393874168396,0.32552877198154473,20.17422842979431,nan,,
,,,,,,26.345383405685425,0.2785084648628182,20.185073137283325,nan,,
,,,,,,,,20.20002269744873,nan,,
,,,,,,,,20.21498155593872,nan,,
,,,,,,,,20.23041534423828,nan,,
,,,,,,,,20.234343767166138,nan,,
,,,,,,,,20.25300168991089,nan,,
,,,,,,,,20.261321306228638,nan,,
,,,,,,,,20.264314889907837,nan,,
,,,,,,,,20.27736806869507,nan,,
,,,,,,,,20.29283308982849,nan,,
,,,,,,,,20.296944856643677,nan,,
,,,,,,,,20.29881477355957,nan,,
,,,,,,,,20.30894112586975,nan,,
,,,,,,,,20.323959827423096,nan,,
,,,,,,,,20.325737953186035,nan,,
,,,,,,,,20.33880066871643,nan,,
,,,,,,,,20.35376000404358,nan,,
,,,,,,,,20.354758739471436,nan,,
,,,,,,,,20.356754779815674,nan,,
,,,,,,,,20.358748197555542,nan,,
,,,,,,,,20.359747648239136,nan,,
,,,,,,,,20.36980175971985,nan,,
,,,,,,,,20.385711669921875,nan,,
,,,,,,,,20.40163016319275,nan,,
,,,,,,,,20.417625665664673,nan,,
,,,,,,,,20.435537815093994,nan,,
,,,,,,,,20.437532901763916,nan,,
,,,,,,,,20.45172381401062,nan,,
,,,,,,,,20.465456008911133,nan,,
,,,,,,,,20.468449115753174,nan,,
,,,,,,,,20.4814133644104,nan,,
,,,,,,,,20.498366117477417,nan,,
,,,,,,,,20.513365745544434,nan,,
,,,,,,,,20.528285264968872,nan,,
,,,,,,,,20.54372549057007,nan,,
,,,,,,,,20.558719396591187,nan,,
,,,,,,,,20.57368016242981,nan,,
,,,,,,,,20.58871030807495,nan,,
,,,,,,,,20.59067177772522,nan,,
,,,,,,,,20.593663692474365,nan,,
,,,,,,,,20.59565806388855,nan,,
,,,,,,,,20.597652673721313,nan,,
,,,,,,,,20.60064458847046,nan,,
,,,,,,,,20.602789163589478,nan,,
,,,,,,,,20.605631828308105,nan,,
,,,,,,,,20.607625484466553,nan,,
,,,,,,,,20.609881162643433,nan,,
,,,,,,,,20.61161494255066,nan,,
,,,,,,,,20.613609313964844,nan,,
,,,,,,,,20.615604400634766,nan,,
,,,,,,,,20.617685079574585,nan,,
,,,,,,,,20.618595838546753,nan,,
,,,,,,,,20.621588706970215,nan,,
,,,,,,,,20.625154972076416,nan,,
,,,,,,,,20.628572702407837,nan,,
,,,,,,,,20.631561517715454,nan,,
,,,,,,,,20.634562969207764,nan,,
,,,,,,,,20.637544631958008,nan,,
,,,,,,,,20.639697074890137,nan,,
,,,,,,,,20.641689777374268,nan,,
,,,,,,,,20.6436870098114,nan,,
